# Green's function G_{lmω}(r,r') for Teukolsky equation
# s=-2, l=2, m=2, a=0.0, r'=10.0M, r=30.0M
# Columns: ω  Re[G]  Im[G]  |G|  Re[ν]  Im[ν]
+5.80000000e-01  +1.2693414988572374e+02  +6.8743872773529642e+02  6.9905957027819477e+02  +1.4999999999999984e+00  +2.7670324015759740e-01
+6.00000000e-01  -3.9333813556404925e+02  +3.5450225070461403e+02  5.2951556600692993e+02  +1.7878302655744802e+00  +6.7333472136680043e-14
+6.20000000e-01  -4.7511035818533622e+02  -1.2510022613623951e+02  4.9130430390373823e+02  +2.0000000000000004e+00  +3.8441261499029800e-01
+6.40000000e-01  -1.3716558453400481e+02  -4.3241667912877904e+02  4.5365028597953807e+02  +2.0000000000000009e+00  +5.3343382032050957e-01
+6.60000000e-01  +3.1806578027732604e+02  -4.5700772310685784e+02  5.5679610232358732e+02  +2.0000000000000000e+00  +6.3818971033138538e-01
+6.80000000e-01  -9.5054400517461715e+02  -1.1400644927235269e+03  1.4843452945128217e+03  +2.0000000000000000e+00  +7.2443570224366172e-01
+7.00000000e-01  -4.5603106589672734e+01  -1.0840477081342755e+02  1.1760628242462562e+02  +2.0000000000000000e+00  +8.0033776369250098e-01
+7.20000000e-01  +1.5992453686754828e+01  -2.5749270862918216e+01  3.0311442144756608e+01  +2.0000000000000000e+00  +8.6958027594628629e-01
+7.40000000e-01  +1.1628337391420628e+01  +1.5615063482379306e+00  1.1732712071993348e+01  +2.0000000000000000e+00  +9.3415247785553734e-01
+7.60000000e-01  +2.8278523678123952e+00  +7.2294541479211780e+00  7.7628446004693989e+00  +2.0000000000000000e+00  +9.9525562287069635e-01
+7.80000000e-01  -2.4458297077142594e+00  +6.2675210832902479e+00  6.7278453823364117e+00  +2.0000000000000000e+00  +1.0536733495935406e+00
+8.00000000e-01  -5.0514401669472893e+00  +3.7429408740140517e+00  6.2870226774375109e+00  +2.0000000000000000e+00  +1.1099466644118585e+00
+8.20000000e-01  -6.0093520672195631e+00  +8.8613744318863197e-01  6.0743355057172241e+00  +2.0000000000000000e+00  +1.1644656266706568e+00
+8.40000000e-01  -5.6623053243951027e+00  -1.8961666521253566e+00  5.9713607795296886e+00  +2.0000000000000000e+00  +1.2175212731587337e+00
+8.60000000e-01  -4.1755534240666377e+00  -4.1909661809954066e+00  5.9160327862074809e+00  +2.0000000000000000e+00  +1.2693368682509205e+00
+8.80000000e-01  -1.8513797067780211e+00  -5.5794852428439690e+00  5.8786275944120749e+00  +2.0000000000000000e+00  +1.3200876552871663e+00
+9.00000000e-01  +8.3178988773918228e-01  -5.7874887428349755e+00  5.8469565045232486e+00  +2.0000000000000000e+00  +1.3699138540831168e+00
+9.20000000e-01  +3.3124382767758918e+00  -4.7813899255453913e+00  5.8166946763223697e+00  +2.0000000000000000e+00  +1.4189295083087292e+00
+9.40000000e-01  +5.0728102423079857e+00  -2.7840175631915622e+00  5.7865497100278924e+00  +2.0000000000000000e+00  +1.4672286837951374e+00
+9.60000000e-01  +5.7518418909765270e+00  -2.2505991241960002e-01  5.7562433151292991e+00  +2.0000000000000000e+00  +1.5148899200157213e+00
+9.80000000e-01  +5.2199361994428841e+00  +2.3530369189225415e+00  5.7257765122354112e+00  +2.0000000000000000e+00  +1.5619794968229299e+00
+1.00000000e+00  +3.6027824155159593e+00  +4.4108102808477501e+00  5.6951987206052097e+00  +2.0000000000000000e+00  +1.6085538776570234e+00
+1.02000000e+00  +1.2512886275657653e+00  +5.5246186105238522e+00  5.6645506460108477e+00  +2.0000000000000000e+00  +1.6546615677675398e+00
+1.04000000e+00  -1.3349246835961466e+00  +5.4734206842657356e+00  5.6338581716104876e+00  +2.0000000000000000e+00  +1.7003445488144782e+00
+1.06000000e+00  -3.6138065204684859e+00  +4.2820027922179191e+00  5.6031371105785555e+00  +2.0000000000000000e+00  +1.7456394013761620e+00
+1.08000000e+00  -5.1143909498097955e+00  +2.2123797646656902e+00  5.5723979587425871e+00  +2.0000000000000000e+00  +1.7905781939405139e+00
+1.10000000e+00  -5.5338425572509875e+00  -2.9403786757655259e-01  5.5416488264785526e+00  +2.0000000000000000e+00  +1.8351891947092702e+00
+1.12000000e+00  -4.7981157061626227e+00  -2.7107324978137637e+00  5.5108969328438802e+00  +2.0000000000000000e+00  +1.8794974472355943e+00
+1.14000000e+00  -3.0741846329316607e+00  -4.5366755298753594e+00  5.4801492699307968e+00  +2.0000000000000000e+00  +1.9235252401974896e+00
+1.16000000e+00  -7.3204775739294814e-01  -5.4000191237493631e+00  5.4494128542406184e+00  +2.0000000000000000e+00  +1.9672924939864767e+00
+1.18000000e+00  +1.7348422062123499e+00  -5.1334759940629420e+00  5.4186947932206184e+00  +2.0000000000000000e+00  +2.0108170812906443e+00
+1.20000000e+00  +3.8135909502210392e+00  -3.8061913516361883e+00  5.3880022773638396e+00  +2.0000000000000000e+00  +2.0541150948294544e+00
+1.22000000e+00  +5.0783969494730190e+00  -1.7061663423394491e+00  5.3573425468368958e+00  +2.0000000000000000e+00  +2.0972010724208472e+00
+1.24000000e+00  +5.2775134009451472e+00  +7.2237708379119603e-01  5.3267228525935426e+00  +2.0000000000000000e+00  +2.1400881873327808e+00
+1.26000000e+00  +4.3829430901484692e+00  +2.9730487940220782e+00  5.2961504192305888e+00  +2.0000000000000000e+00  +2.1827884101855064e+00
+1.28000000e+00  +2.5931554484613568e+00  +4.5828407692639939e+00  5.2656324118108566e+00  +2.0000000000000000e+00  +2.2253126473830425e+00
+1.30000000e+00  +2.8897309416476880e-01  +5.2271944030854085e+00  5.2351759069584833e+00  +2.0000000000000000e+00  +2.2676708600594875e+00
+1.32000000e+00  -2.0475591744054498e+00  +4.7851142282703378e+00  5.2047878679430495e+00  +2.0000000000000000e+00  +2.3098721667538538e+00
+1.34000000e+00  -3.9340267899306052e+00  +3.3613428891004897e+00  5.1744751233335862e+00  +2.0000000000000000e+00  +2.3519249324221136e+00
+1.36000000e+00  -4.9871276572890935e+00  +1.2616685975710100e+00  5.1442443488032916e+00  +2.0000000000000000e+00  +2.3938368459173867e+00
+1.38000000e+00  -5.0003042804969500e+00  -1.0728452348513797e+00  5.1141020517290654e+00  +2.0000000000000000e+00  +2.4356149876893087e+00
+1.40000000e+00  -3.9838642226356411e+00  -3.1585497632690060e+00  5.0840545582677388e+00  +2.0000000000000000e+00  +2.4772658891494626e+00
+1.42000000e+00  -2.1598904547858853e+00  -4.5693414104979331e+00  5.0541080026416552e+00  +2.0000000000000000e+00  +2.5187955849047721e+00
+1.44000000e+00  +8.6338994571389965e-02  -5.0235264220683478e+00  5.0242683183924814e+00  +2.0000000000000000e+00  +2.5602096588622287e+00
+1.46000000e+00  +2.2877895896968434e+00  -4.4397591044383926e+00  4.9945412314014233e+00  +2.0000000000000000e+00  +2.6015132850465372e+00
+1.48000000e+00  +3.9927482350896319e+00  -2.9510191159674051e+00  4.9649322544840846e+00  +2.0000000000000000e+00  +2.6427112638397081e+00
+1.50000000e+00  +4.8573755119291722e+00  -8.7437812233813739e-01  4.9354466834029074e+00  +2.0000000000000000e+00  +2.6838080542425220e+00
+1.52000000e+00  +4.7148049881614691e+00  +1.3565872730369879e+00  4.9060895941429976e+00  +2.0000000000000000e+00  +2.7248078026674674e+00
+1.54000000e+00  +3.6069617722750000e+00  +3.2823234465250875e+00  4.8768658413228403e+00  +2.0000000000000000e+00  +2.7657143686977408e+00
+1.56000000e+00  +1.7731251034699922e+00  +4.5118730982266824e+00  4.8477800576198913e+00  +2.0000000000000000e+00  +2.8065313481842051e+00
+1.58000000e+00  -4.0178755062656918e-01  +4.8020572115519951e+00  4.8188366540957812e+00  +2.0000000000000000e+00  +2.8472620939997446e+00
+1.60000000e+00  -2.4680350773618671e+00  +4.1052751852770681e+00  4.7900398213313702e+00  +2.0000000000000000e+00  +2.8879097347262142e+00
+1.62000000e+00  -4.0040000065062626e+00  +2.5765970401926803e+00  4.7613935312712634e+00  +2.0000000000000000e+00  +2.9284771915118628e+00
+1.64000000e+00  -4.7020765768908763e+00  +5.3928920773608646e-01  4.7329015397033602e+00  +2.0000000000000000e+00  +2.9689671933054607e+00
+1.66000000e+00  -4.4300394927002360e+00  -1.5835733053621344e+00  4.7045673892866411e+00  +2.0000000000000000e+00  +3.0093822906464047e+00
+1.68000000e+00  -3.2557056247341265e+00  -3.3569399148143422e+00  4.6763944130707316e+00  +2.0000000000000000e+00  +3.0497248681670999e+00
+1.70000000e+00  -1.4303807117806655e+00  -4.4228385673225983e+00  4.6483857384290275e+00  +2.0000000000000000e+00  +3.0899971559442063e+00
+1.72000000e+00  +6.6493520775836423e-01  -4.5724490940691789e+00  4.6205442913547223e+00  +2.0000000000000000e+00  +3.1302012398184251e+00
+1.74000000e+00  +2.5990691557827965e+00  -3.7867294714915865e+00  4.5928728010695492e+00  +2.0000000000000000e+00  +3.1703390707879051e+00
+1.76000000e+00  +3.9793316598424426e+00  -2.2377572520793279e+00  4.5653738048771029e+00  +2.0000000000000000e+00  +3.2104124735677559e+00
+1.78000000e+00  +4.5310988338835374e+00  -2.5107371997939198e-01  4.5380496532414716e+00  +2.0000000000000000e+00  +3.2504231543972151e+00
+1.80000000e+00  +4.1522277374391088e+00  +1.7627383006320052e+00  4.5109025150266451e+00  +2.0000000000000000e+00  +3.2903727081665366e+00
+1.82000000e+00  +2.9315752500238843e+00  +3.3928651761276836e+00  4.4839343828754386e+00  +2.0000000000000000e+00  +3.3302626249273621e+00
+1.84000000e+00  +1.1283569209676816e+00  +4.3119567182215501e+00  4.4571470786716949e+00  +2.0000000000000000e+00  +3.3700942958431352e+00
+1.86000000e+00  -8.8289941359719726e-01  +4.3416809342823433e+00  4.4305422590966304e+00  +2.0000000000000000e+00  +3.4098690186297489e+00
+1.88000000e+00  -2.6901191680056971e+00  +3.4870538215639817e+00  4.4041214211867086e+00  +2.0000000000000000e+00  +3.4495880025310628e+00
+1.90000000e+00  -3.9280277324080597e+00  +1.9329984884632740e+00  4.3778859079432513e+00  +2.0000000000000000e+00  +3.4892523728690170e+00
+1.92000000e+00  -4.3518347286660370e+00  +4.3611440560016937e-03  4.3518369139021376e+00  +2.0000000000000000e+00  +3.5288631752037309e+00
+1.94000000e+00  -3.8854263830376903e+00  -1.9019794341854268e+00  4.3259754906922048e+00  +2.0000000000000000e+00  +3.5684213791351347e+00
+1.96000000e+00  -2.6346273037847738e+00  -3.3987263810929167e+00  4.3003025525403649e+00  +2.0000000000000000e+00  +3.6079278817742821e+00
+1.98000000e+00  -8.6332108529517471e-01  -4.1867353839321133e+00  4.2748188817053316e+00  +2.0000000000000000e+00  +3.6473835109094388e+00
+2.00000000e+00  +1.0622094506512731e+00  -4.1146293814054724e+00  4.2495251338682607e+00  +2.0000000000000000e+00  +3.6867890278893327e+00
+2.02000000e+00  +2.7489877772477365e+00  -3.2076168897553758e+00  4.2244218433889156e+00  +2.0000000000000000e+00  +3.7261451302435296e+00
+2.04000000e+00  +3.8574587399552418e+00  -1.6600878017821832e+00  4.1995094285027008e+00  +2.0000000000000000e+00  +3.7654524540576841e+00
+2.06000000e+00  +4.1697018256911802e+00  +2.0601740102773944e-01  4.1747881963877624e+00  +2.0000000000000000e+00  +3.8047115761194643e+00
+2.08000000e+00  +3.6320718686651672e+00  +2.0081579362851065e+00  4.1502583481289133e+00  +2.0000000000000000e+00  +3.8439230158491307e+00
+2.10000000e+00  +2.3639693337225776e+00  +3.3815476782226059e+00  4.1259199835762042e+00  +2.0000000000000000e+00  +3.8830872370271474e+00
+2.12000000e+00  +6.3141964912655446e-01  +4.0528819178729716e+00  4.1017731060511862e+00  +2.0000000000000000e+00  +3.9222046493296752e+00
+2.14000000e+00  -1.2087129245229793e+00  +3.8945615497587696e+00  4.0778176269627755e+00  +2.0000000000000000e+00  +3.9612756096814419e+00
+2.16000000e+00  -2.7821853120979756e+00  +2.9486935442590418e+00  4.0540533702467041e+00  +2.0000000000000000e+00  +4.0003004234342203e+00
+2.18000000e+00  -3.7734001752987179e+00  +1.4164112277022198e+00  4.0304800767284910e+00  +2.0000000000000000e+00  +4.0392793453779205e+00
+2.20000000e+00  -3.9885724121500643e+00  -3.8486329114893719e-01  4.0070974083291979e+00  +2.0000000000000000e+00  +4.0782125805902378e+00
+2.22000000e+00  -3.3934254538749822e+00  -2.0871421505539480e+00  3.9839049521324661e+00  +2.0000000000000000e+00  +4.1171002851297107e+00
+2.24000000e+00  -2.1181269379864598e+00  -3.3469814318597586e+00  3.9609022243218646e+00  +2.0000000000000000e+00  +4.1559425665760363e+00
+2.26000000e+00  -4.2889549763175544e-01  -3.9146635943117780e+00  3.9380886740294208e+00  +2.0000000000000000e+00  +4.1947394844205474e+00
+2.28000000e+00  +1.3275447402326774e+00  -3.6835418888358320e+00  3.9154636869887702e+00  +2.0000000000000000e+00  +4.2334910503088050e+00
+2.30000000e+00  +2.7950804401137237e+00  -2.7098305033427197e+00  3.8930265891145650e+00  +1.9999999999999998e+00  +4.2721972281362888e+00
+2.32000000e+00  +3.6803224079611518e+00  -1.1992242688937937e+00  3.8707766499301952e+00  +2.0000000000000000e+00  +4.3108579339973510e+00
+2.34000000e+00  +3.8111334622925699e+00  +5.3652040970623704e-01  3.8487130858817600e+00  +2.0000000000000000e+00  +4.3494730359865548e+00
+2.36000000e+00  +3.1699235615486705e+00  +2.1438869414619814e+00  3.8268350635783372e+00  +2.0000000000000004e+00  +4.3880423538506861e+00
+2.38000000e+00  +1.8953117136113431e+00  +3.2995297977709424e+00  3.8051417027662349e+00  +2.0000000000000000e+00  +4.4265656584887045e+00
+2.40000000e+00  +2.5222256942046922e-01  +3.7752159524907611e+00  3.7836320794265643e+00  +2.0000000000000004e+00  +4.4650426712959321e+00
+2.42000000e+00  -1.4231455549741718e+00  +3.4827571493768756e+00  3.7623052284707690e+00  +2.0000000000000004e+00  +4.5034730633477631e+00
+2.44000000e+00  -2.7920580094552698e+00  +2.4901187350663365e+00  3.7411601466512625e+00  +1.9999999999999998e+00  +4.5418564544170144e+00
+2.46000000e+00  -3.5816458351971310e+00  +1.0058180077811383e+00  3.7201957950572671e+00  +1.9999999999999996e+00  +4.5801924118179622e+00
+2.48000000e+00  -3.6391792947875561e+00  -6.6484325982908432e-01  3.6994111017499280e+00  +2.0000000000000004e+00  +4.6184804490687883e+00
+2.50000000e+00  -2.9614441421176299e+00  -2.1825339763148874e+00  3.6788049642039597e+00  +2.0000000000000000e+00  +4.6567200243628504e+00
+2.52000000e+00  -1.6936072068343666e+00  -3.2427475119515368e+00  3.6583762514685647e+00  +2.0000000000000004e+00  +4.6949105388377106e+00
+2.54000000e+00  -9.8177689825204223e-02  -3.6367988635757813e+00  3.6381238067011283e+00  +1.9999999999999998e+00  +4.7330513346292413e+00
+2.56000000e+00  +1.4993116122424961e+00  -3.2927685611798276e+00  3.6180464491351496e+00  +2.0000000000000000e+00  +4.7711416926963928e+00
+2.58000000e+00  +2.7766720925007773e+00  -2.2883891644489895e+00  3.5981429762087260e+00  +2.0000000000000000e+00  +4.8091808304002024e+00
+2.60000000e+00  +3.4799582658700872e+00  -8.3362107354975656e-01  3.5784121655370824e+00  +1.9999999999999998e+00  +4.8471678988185216e+00
+2.62000000e+00  +3.4738435223993909e+00  +7.7320389893867802e-01  3.5588527768720892e+00  +1.9999999999999998e+00  +4.8851019797754640e+00
+2.64000000e+00  +2.7675036658542185e+00  +2.2065189120337889e+00  3.5394635539413755e+00  +1.9999999999999998e+00  +4.9229820825618784e+00
+2.66000000e+00  +1.5110920298191386e+00  +3.1794202692405849e+00  3.5202432261195811e+00  +2.0000000000000004e+00  +4.9608071403201572e+00
+2.68000000e+00  -3.6131064487993969e-02  +3.5010040752347478e+00  3.5011905101881200e+00  +1.9999999999999996e+00  +4.9985760060631783e+00
+2.70000000e+00  -1.5592608042815195e+00  +3.1137032089725087e+00  3.4823041121266747e+00  +2.0000000000000000e+00  +5.0362874482933782e+00
+2.72000000e+00  -2.7517864329579882e+00  +2.1033489354661437e+00  3.4635827284674763e+00  +2.0000000000000000e+00  +5.0739401461835012e+00
+2.74000000e+00  -3.3771954978830605e+00  +6.8025594347245466e-01  3.4450250477393065e+00  +2.0000000000000004e+00  +5.1115326842755682e+00
+2.76000000e+00  -3.3157793949203649e+00  -8.6452210098342863e-01  3.4266297522299172e+00  +2.0000000000000000e+00  +5.1490635466489323e+00
+2.78000000e+00  -2.5873995860941896e+00  -2.2186760459703656e+00  3.4083955191677915e+00  +2.0000000000000000e+00  +5.1865311105016803e+00
+2.80000000e+00  -1.3459171871848248e+00  -3.1117171400263217e+00  3.3903210223064573e+00  +1.9999999999999993e+00  +5.2239336390821931e+00
+2.82000000e+00  +1.5326405556389772e-01  -3.3689204740891139e+00  3.3724049329024406e+00  +2.0000000000000004e+00  +5.2612692738989901e+00
+2.84000000e+00  +1.6057044285670534e+00  -2.9453968400120822e+00  3.3546459212669535e+00  +2.0000000000000000e+00  +5.2985360261270342e+00
+2.86000000e+00  +2.7196986365665512e+00  -1.9336734535696738e+00  3.3370426576209700e+00  +1.9999999999999989e+00  +5.3357317671171103e+00
+2.88000000e+00  +3.2747886823160179e+00  -5.4356432668944032e-01  3.3195938141698038e+00  +1.9999999999999996e+00  +5.3728542179014580e+00
+2.90000000e+00  +3.1652981638117441e+00  +9.4130762690252834e-01  3.3022980656347283e+00  +1.9999999999999991e+00  +5.4099009375732727e+00
+2.92000000e+00  +2.4203114900400862e+00  +2.2213351137309743e+00  3.2851540901933753e+00  +1.9999999999999991e+00  +5.4468693103993120e+00
+2.94000000e+00  +1.1963513497675666e+00  +3.0413182944924446e+00  3.2681605714078845e+00  +2.0000000000000000e+00  +5.4837565315036123e+00
+2.96000000e+00  -2.5546655655393652e-01  +3.2412642384709818e+00  3.2513161988813697e+00  +2.0000000000000000e+00  +5.5205595909349778e+00
+2.98000000e+00  -1.6409181042874073e+00  +2.7874992700224723e+00  3.2346196693512508e+00  +2.0000000000000000e+00  +5.5572752559012786e+00
+3.00000000e+00  -2.6822474231440796e+00  +1.7780667255015494e+00  3.2180696883844604e+00  +2.0000000000000004e+00  +5.5939000509184140e+00
